EMG1,EMG2,class,user
-0.0001032974,-0.000137169,2,1
-2.015787e-05,-0.0001178833,2,1
6.346784e-05,-7.720486e-05,2,1
0.0001294284,-2.437157e-05,2,1
0.0001637863,2.716521e-05,2,1
0.0001624898,7.546067e-05,2,1
0.0001338042,0.0001265113,2,1
9.474644e-05,0.0001874478,2,1
5.925414e-05,0.000254867,2,1
3.575467e-05,0.0003172622,2,1
2.586868e-05,0.0003642611,2,1
2.975825e-05,0.0003916502,2,1
4.953022e-05,0.000393757,2,1
8.729144e-05,0.0003726885,2,1
0.0001372076,0.0003336308,2,1
0.0001867996,0.0002833905,2,1
0.0002269918,0.0002284504,2,1
0.0002556773,0.0001769136,2,1
0.0002743149,0.0001312112,2,1
0.0002833905,9.26396e-05,2,1
0.0002825802,5.99024e-05,2,1
0.0002704253,3.397195e-05,2,1
0.0002516257,1.403791e-05,2,1
0.0002397949,-2.006553e-06,2,1
0.0002503292,-1.464765e-05,2,1
0.0002835526,-2.113026e-05,2,1
0.0003230965,-1.610624e-05,2,1
0.0003501615,4.47606e-06,2,1
0.000356644,3.688912e-05,2,1
0.0003399513,7.789165e-05,2,1
0.0002973281,0.0001216493,2,1
0.0002428742,0.0001543865,2,1
0.0001974959,0.0001623277,2,1
0.0001773998,0.0001409351,2,1
0.0001851789,9.63671e-05,2,1
0.0001997648,4.094075e-05,2,1
0.0001987924,-1.724069e-05,2,1
0.0001670276,-7.963584e-05,2,1
0.0001078737,-0.0001486757,2,1
3.170304e-05,-0.0002245222,2,1
-4.85193e-05,-0.000298424,2,1
-0.0001243659,-0.0003540124,2,1
-0.0001900023,-0.0003804291,2,1
-0.0002348944,-0.0003805911,2,1
-0.0002532078,-0.0003684362,2,1
-0.0002431597,-0.0003538503,2,1
-0.0002079916,-0.0003392644,2,1
-0.000152079,-0.0003228959,2,1
-8.44978e-05,-0.0002963172,2,1
-2.129233e-05,-0.0002575835,2,1
2.748934e-05,-0.0002057227,2,1
5.56887e-05,-0.0001425172,2,1
5.99024e-05,-7.169464e-05,2,1
4.110282e-05,-3.951337e-06,2,1
9.338019e-06,4.72613e-05,2,1
-2.680255e-05,6.995045e-05,2,1
-6.197072e-05,5.730935e-05,2,1
-8.660465e-05,1.776542e-05,2,1
-9.114248e-05,-3.198864e-05,2,1
-6.991193e-05,-7.882551e-05,2,1
-2.615429e-05,-0.0001165867,2,1
3.170304e-05,-0.0001410586,2,1
9.31258e-05,-0.000147055,2,1
0.0001521176,-0.0001340898,2,1
0.0002012234,-0.0001071869,2,1
0.0002321778,-7.477388e-05,2,1
0.0002396328,-4.414354e-05,2,1
0.0002232643,-2.015787e-05,2,1
0.0001882582,-1.844488e-06,2,1
0.0001445005,1.744129e-05,2,1
0.000101067,4.191315e-05,2,1
6.849186e-05,7.465034e-05,2,1
5.212327e-05,0.0001103047,2,1
5.082674e-05,0.0001412592,2,1
5.471631e-05,0.0001587623,2,1
5.504044e-05,0.000150659,2,1
5.017848e-05,0.0001116012,2,1
4.807163e-05,4.82337e-05,2,1
5.212327e-05,-2.437157e-05,2,1
6.184718e-05,-9.19528e-05,2,1
7.335383e-05,-0.0001442999,2,1
7.983644e-05,-0.0001699062,2,1
8.291568e-05,-0.0001622891,2,1
8.761557e-05,-0.0001242038,2,1
9.717743e-05,-6.861539e-05,2,1
0.0001062531,-1.351319e-05,2,1
0.0001046324,2.700314e-05,2,1
8.907416e-05,4.02925e-05,2,1
5.94162e-05,2.116879e-05,2,1
1.679302e-05,-1.513384e-05,2,1
-3.879538e-05,-4.527799e-05,2,1
-0.0001058904,-5.59743e-05,2,1
-0.0001741199,-4.398147e-05,2,1
-0.0002277635,-8.327101e-06,2,1
-0.0002452666,4.612685e-05,2,1
-0.0002178775,0.0001067393,2,1
-0.0001608306,0.000160545,2,1
-0.0001024871,0.0002044647,2,1
-6.845333e-05,0.0002436845,2,1
-6.553616e-05,0.0002905214,2,1
-8.158062e-05,0.0003474063,2,1
-8.757704e-05,0.0004068843,2,1
-3.944364e-05,0.0004564763,2,1
9.26396e-05,0.0004848378,2,1
0.0003146691,0.000485324,2,1
0.0005927734,0.0004602039,2,1
0.000864557,0.0004196875,2,1
0.001057739,0.0003765781,2,1
0.001118514,0.0003433547,2,1
0.001030674,0.0003256896,2,1
0.0008285785,0.0003232586,2,1
0.0005747841,0.0003352514,2,1
0.0003349273,0.0003577785,2,1
0.0001490383,0.0003783608,2,1
2.489629e-05,0.0003825745,2,1
-5.176061e-05,0.0003642611,2,1
-0.0001037836,0.0003279585,2,1
-0.0001475412,0.000287118,2,1
-0.0001840059,0.0002542187,2,1
-0.0002019951,0.0002355812,2,1
-0.0001888679,0.0002258573,2,1
-0.0001386276,0.000217754,2,1
-5.435365e-05,0.0002059233,2,1
4.547859e-05,0.0001918236,2,1
0.0001336421,0.0001782101,2,1
0.0001785342,0.0001650828,2,1
0.0001540623,0.0001511452,2,1
6.055066e-05,0.0001410971,2,1
-7.801519e-05,0.0001370455,2,1
-0.0002227395,0.0001326697,2,1
-0.0003392644,0.0001205148,2,1
-0.0004099249,9.863601e-05,2,1
-0.0004365036,6.670914e-05,2,1
-0.0004353692,2.473423e-05,2,1
-0.0004290486,-2.534396e-05,2,1
-0.0004366657,-8.433573e-05,2,1
-0.0004624341,-0.0001473791,2,1
-0.0004885266,-0.0002060468,2,1
-0.0004898231,-0.0002522354,2,1
-0.0004455793,-0.0002872415,2,1
-0.0003540124,-0.0003138202,2,1
-0.0002366771,-0.0003326198,2,1
-0.0001224211,-0.0003454229,2,1
-4.252288e-05,-0.0003567675,2,1
-2.0482e-05,-0.0003681121,2,1
-6.180866e-05,-0.0003775118,2,1
-0.0001468929,-0.0003835083,2,1
-0.0002434839,-0.0003885323,2,1
-0.0003186821,-0.0003945287,2,1
-0.0003596847,-0.0003997148,2,1
-0.0003700569,-0.0004010113,2,1
-0.0003600088,-0.0003967976,2,1
-0.0003423437,-0.0003911253,2,1
-0.0003254889,-0.0003843186,2,1
-0.0003094444,-0.0003812394,2,1
-0.0002927517,-0.000387722,2,1
-0.0002692523,-0.0004060354,2,1
-0.0002332737,-0.0004347209,2,1
-0.0001901644,-0.0004674581,2,1
-0.0001535376,-0.000494523,2,1
-0.0001384655,-0.0004993849,2,1
-0.0001493239,-0.0004724821,2,1
-0.000174444,-0.0004144627,2,1
-0.0001997262,-0.0003348887,2,1
-0.0002135018,-0.000246239,2,1
-0.0002099363,-0.0001614788,2,1
-0.0001940539,-8.854943e-05,2,1
-0.0001801163,-2.728874e-05,2,1
-0.0001820611,2.327564e-05,2,1
-0.0002055606,6.78436e-05,2,1
-0.0002455907,0.0001122495,2,1
-0.0002919414,0.0001573037,2,1
-0.000333106,0.0001974959,2,1
-0.000358064,0.0002281262,2,1
-0.0003617915,0.0002495189,2,1
-0.0003339163,0.0002652392,2,1
-0.0002588801,0.0002801492,2,1
-0.0001303623,0.0002961937,2,1
3.996837e-05,0.0003104554,2,1
0.0002196988,0.000319207,2,1
0.0003702575,0.0003211517,2,1
0.0004642555,0.0003172622,2,1
0.0004958582,0.0003077003,2,1
0.0004833792,0.0002936006,2,1
0.0004569625,0.0002811216,2,1
0.0004443214,0.0002733424,2,1
0.0004619866,0.0002675081,2,1
0.0005086614,0.0002611876,2,1
0.0005639257,0.0002516257,2,1
0.0005976353,0.0002389846,2,1
0.0005930975,0.0002218057,2,1
0.000547233,0.0001947408,2,1
0.0004741415,0.0001574657,2,1
0.0003922984,0.0001171115,2,1
0.0003148312,8.356394e-05,2,1
0.000244981,6.444023e-05,2,1
0.0001824238,6.119892e-05,2,1
0.0001261871,6.83298e-05,2,1
7.319176e-05,8.113296e-05,2,1
2.39239e-05,9.474644e-05,2,1
-1.67545e-05,0.0001062531,2,1
-4.949169e-05,0.0001104668,2,1
-7.866345e-05,0.0001052807,2,1
-0.0001081593,9.328786e-05,2,1
-0.0001374932,8.161915e-05,2,1
-0.0001663408,7.756752e-05,2,1
-0.0001911368,8.016057e-05,2,1
-0.0002071812,8.486046e-05,2,1
-0.0002039399,8.664318e-05,2,1
-0.000176875,8.42122e-05,2,1
-0.0001329553,7.90261e-05,2,1
-9.049421e-05,6.946425e-05,2,1
-6.116039e-05,5.893001e-05,2,1
-4.884343e-05,5.082674e-05,2,1
-4.965376e-05,4.483033e-05,2,1
-5.662256e-05,3.494434e-05,2,1
-6.586029e-05,1.792748e-05,2,1
-7.412562e-05,-5.085794e-06,2,1
-7.444975e-05,-2.809907e-05,2,1
-6.456377e-05,-4.819517e-05,2,1
-4.90055e-05,-6.294311e-05,2,1
-3.474375e-05,-7.396356e-05,2,1
-2.745081e-05,-8.660465e-05,2,1
-3.68506e-05,-9.875954e-05,2,1
-5.970181e-05,-0.0001065387,2,1
-8.82253e-05,-0.0001102662,2,1
-0.0001076731,-0.000114804,2,1
-9.908367e-05,-0.0001208004,2,1
-5.240886e-05,-0.0001279313,2,1
1.954813e-05,-0.0001342519,2,1
9.798775e-05,-0.0001402483,2,1
0.000168162,-0.0001478653,2,1
0.0002261814,-0.0001543479,2,1
0.0002795009,-0.0001543479,2,1
0.0003321722,-0.000147055,2,1
0.0003769022,-0.0001374932,2,1
0.0003984569,-0.0001324691,2,1
0.0003835469,-0.0001324691,2,1
0.0003290929,-0.0001352242,2,1
0.0002470879,-0.000137169,2,1
0.0001516314,-0.0001373311,2,1
5.957827e-05,-0.0001360346,2,1
-9.947754e-06,-0.0001302002,2,1
-4.657452e-05,-0.0001195039,2,1
-5.338126e-05,-0.0001071869,2,1
-4.122636e-05,-9.486997e-05,2,1
-2.501983e-05,-8.530812e-05,2,1
-1.659243e-05,-8.02841e-05,2,1
-2.323711e-05,-7.817725e-05,2,1
-4.47918e-05,-7.315322e-05,2,1
-7.882551e-05,-5.856735e-05,2,1
-0.0001206384,-3.539201e-05,2,1
-0.000166827,-8.165035e-06,2,1
-0.0002147983,1.452411e-05,2,1
-0.0002595283,3.18651e-05,2,1
-0.0002852967,4.35338e-05,2,1
-0.0002757348,5.358185e-05,2,1
-0.0002172293,6.427817e-05,2,1
-0.0001164247,7.546067e-05,2,1
-1.520357e-06,8.550872e-05,2,1
9.31258e-05,9.21534e-05,2,1
0.0001529279,9.782569e-05,2,1
0.0001751309,0.0001080358,2,1
0.0001715654,0.0001253768,2,1
0.0001568175,0.0001479039,2,1
0.0001417454,0.0001699448,2,1
0.0001354248,0.0001884202,2,1
0.0001425557,0.0002000889,2,1
0.0001610312,0.0002046267,2,1
0.0001817755,0.0002036544,2,1
0.0001981441,0.0002025199,2,1
0.0002094887,0.0002055991,2,1
0.0002237505,0.0002115956,2,1
0.0002475741,0.0002140265,2,1
0.0002901973,0.0002075439,2,1
0.0003527545,0.0001910133,2,1
0.0004221185,0.0001644345,2,1
0.0004781931,0.000130887,2,1
0.0005023408,9.361199e-05,2,1
0.0004869446,5.666109e-05,2,1
0.0004316803,2.489629e-05,2,1
0.0003444891,4.313994e-06,2,1
0.0002388225,-2.492749e-06,2,1
0.0001300767,2.623614e-07,2,1
2.829966e-05,7.069105e-06,2,1
-5.500191e-05,1.387585e-05,2,1
-0.0001130213,1.9224e-05,2,1
-0.0001376552,2.295151e-05,2,1
-0.0001245279,2.441009e-05,2,1
-8.07703e-05,2.100672e-05,2,1
-3.053005e-05,1.12828e-05,2,1
-7.516774e-06,-7.030578e-06,2,1
-3.717473e-05,-4.074016e-05,2,1
-0.0001212866,-8.757704e-05,2,1
-0.0002397564,-0.0001378173,2,1
-0.0003609812,-0.0001810887,2,1
-0.0004549791,-0.0002107467,2,1
-0.0005018159,-0.0002201465,2,1
-0.0004941989,-0.0002058847,2,1
-0.000444769,-0.0001716889,2,1
-0.0003784843,-0.0001224211,2,1
-0.0003253268,-6.229485e-05,2,1
-0.0003013411,1.396819e-06,2,1
-0.0003018274,5.795762e-05,2,1
-0.0003087962,9.733949e-05,2,1
-0.0002971275,0.0001164632,2,1
-0.0002455907,0.0001206769,2,1
-0.0001480274,0.0001150046,2,1
-1.416145e-05,0.0001015532,2,1
0.0001318594,8.016057e-05,2,1
0.0002641047,5.179914e-05,2,1
0.0003624784,2.408596e-05,2,1
0.0004125566,3.341602e-06,2,1
0.0004057499,-1.092015e-05,2,1
0.0003475684,-2.42095e-05,2,1
0.0002610255,-4.138842e-05,2,1
0.0001801549,-6.504996e-05,2,1
0.0001347766,-9.19528e-05,2,1
0.0001368834,-0.0001164247,2,1
0.0001741585,-0.0001326312,2,1
0.0002162954,-0.0001339277,2,1
0.0002359054,-0.0001135075,2,1
0.0002211574,-6.974985e-05,2,1
0.000175455,-1.010982e-05,2,1
0.0001114392,5.228533e-05,2,1
4.304761e-05,0.0001051186,2,1
-1.643037e-05,0.0001410971,2,1
-4.754691e-05,0.0001563313,2,1
-3.279896e-05,0.0001479039,2,1
2.667901e-05,0.0001128978,2,1
0.0001117633,5.487838e-05,2,1
0.0001926339,-1.950961e-05,2,1
0.0002365536,-9.924574e-05,2,1
0.0002205092,-0.0001731475,2,1
0.0001485521,-0.0002295462,2,1
4.35338e-05,-0.0002606628,2,1
-6.164659e-05,-0.0002629317,2,1
-0.000142031,-0.0002370013,2,1
-0.000191785,-0.000191623,2,1
-0.0002188499,-0.000137007,2,1
-0.0002355427,-7.914964e-05,2,1
-0.0002515871,-2.404744e-05,2,1
-0.0002703867,2.295151e-05,2,1
-0.0002887001,6.265751e-05,2,1
-0.000305879,9.960841e-05,2,1
-0.0003238683,0.0001312112,2,1
-0.0003410472,0.0001487142,2,1
-0.000353202,0.0001509831,2,1
-0.000355633,0.0001417454,2,1
-0.0003418575,0.0001294284,2,1
-0.0003057169,0.0001188942,2,1
-0.0002425115,0.0001075496,2,1
-0.0001514308,9.134307e-05,2,1
-4.85193e-05,7.092284e-05,2,1
3.996837e-05,4.256141e-05,2,1
9.134307e-05,6.420843e-06,2,1
0.0001007429,-3.053005e-05,2,1
7.6271e-05,-5.824322e-05,2,1
3.494434e-05,-6.861539e-05,2,1
-6.058186e-06,-6.245691e-05,2,1
-3.571614e-05,-4.657452e-05,2,1
-4.85193e-05,-3.231277e-05,2,1
-4.43056e-05,-3.409549e-05,2,1
-2.971972e-05,-6.456377e-05,2,1
-7.030578e-06,-0.0001250141,2,1
1.744129e-05,-0.0002045882,2,1
2.76514e-05,-0.0002809209,2,1
1.614476e-05,-0.00033813,2,1
-1.20546e-05,-0.0003757291,2,1
-4.770897e-05,-0.0004039285,2,1
-8.239095e-05,-0.0004272659,2,1
-0.0001125351,-0.0004408794,2,1
-0.0001405724,-0.0004319658,2,1
-0.0001752544,-0.0003909633,2,1
-0.0002258187,-0.0003175477,2,1
-0.0002922655,-0.0002152845,2,1
-0.0003630881,-9.2439e-05,2,1
-0.0004240246,3.283749e-05,2,1
-0.0004624341,0.0001417454,2,1
-0.0004716718,0.0002234263,2,1
-0.0004510895,0.0002756114,2,1
-0.0004112214,0.0003010556,2,1
-0.0003674638,0.0003089969,2,1
-0.0003389403,0.0003102934,2,1
-0.0003292164,0.000309483,2,1
-0.0003250027,0.0003046211,2,1
-0.0003092824,0.0002901973,2,1
-0.0002781658,0.0002658874,2,1
-0.0002358668,0.0002388225,2,1
-0.0001901644,0.0002180782,2,1
-0.0001413827,0.0002051129,2,1
-8.887356e-05,0.0001932822,2,1
-2.631635e-05,0.0001756171,2,1
5.277153e-05,0.0001475797,2,1
0.0001412592,0.000110953,2,1
0.0002182402,7.270556e-05,2,1
0.0002603772,3.494434e-05,2,1
0.0002545429,3.017472e-06,2,1
0.0002075439,-2.226472e-05,2,1
0.0001410971,-3.766092e-05,2,1
7.870197e-05,-4.05781e-05,2,1
3.915804e-05,-2.939559e-05,2,1
2.603075e-05,-6.706447e-06,2,1
3.170304e-05,2.359977e-05,2,1
4.483033e-05,5.779555e-05,2,1
6.314371e-05,8.534666e-05,2,1
9.31258e-05,0.0001005808,2,1
0.0001415833,0.0001020394,2,1
0.0002154851,9.409818e-05,2,1
0.000316776,8.518459e-05,2,1
0.0004360561,8.42122e-05,2,1
0.0005642498,9.652917e-05,2,1
0.0006964952,0.0001211631,2,1
0.0008313337,0.0001496866,2,1
0.0009545035,0.0001764274,2,1
0.001038129,0.0001968476,2,1
0.001057901,0.0002162954,2,1
0.0009972887,0.0002337985,2,1
0.0008632605,0.0002464396,2,1
0.0006874196,0.0002540567,2,1
0.0005089855,0.0002561635,2,1
0.0003606957,0.0002496809,2,1
0.0002568118,0.0002315296,2,1
0.0001913374,0.0002025199,2,1
0.0001430419,0.0001676758,2,1
9.474644e-05,0.0001328318,2,1
4.126489e-05,0.000103498,2,1
-1.318906e-05,8.46984e-05,2,1
-6.39155e-05,8.129502e-05,2,1
-0.0001037836,8.923623e-05,2,1
-0.0001313347,0.0001033359,2,1
-0.0001522411,0.0001151667,2,1
-0.0001737958,0.0001195424,2,1
-0.0001982676,0.0001192183,2,1
-0.0002222533,0.0001188942,2,1
-0.0002394322,0.0001221355,2,1
-0.0002418632,0.0001278078,2,1
-0.0002266291,0.0001323456,2,1
-0.0001950263,0.0001344524,2,1
-0.0001525652,0.0001320215,2,1
-0.0001044318,0.0001257009,2,1
-5.240886e-05,0.0001169494,2,1
2.04508e-06,0.0001124116,2,1
5.666109e-05,0.0001182459,2,1
9.798775e-05,0.0001321835,2,1
0.0001080358,0.0001449867,2,1
8.615699e-05,0.0001501728,2,1
4.304761e-05,0.0001464453,2,1
-5.57199e-06,0.0001355869,2,1
-4.560212e-05,0.0001179218,2,1
-6.91016e-05,9.63671e-05,2,1
-7.720486e-05,7.140904e-05,2,1
-7.218083e-05,4.483033e-05,2,1
-5.905355e-05,1.825161e-05,2,1
-4.349527e-05,-5.085794e-06,2,1
-3.21507e-05,-2.129233e-05,2,1
-2.826114e-05,-3.21507e-05,2,1
-3.620233e-05,-3.717473e-05,2,1
-5.710876e-05,-3.749886e-05,2,1
-8.482193e-05,-3.522994e-05,2,1
-0.0001028112,-3.701266e-05,2,1
-9.875954e-05,-5.192267e-05,2,1
-7.444975e-05,-8.384954e-05,2,1
-4.349527e-05,-0.0001302002,2,1
-1.837515e-05,-0.0001809267,2,1
-8.327101e-06,-0.0002277635,2,1
-1.286493e-05,-0.0002697385,2,1
-2.89094e-05,-0.0003073376,2,1
-5.013995e-05,-0.000345585,2,1
-7.380149e-05,-0.0003864254,2,1
-0.0001007043,-0.0004288866,2,1
-0.000127121,-0.0004682684,2,1
-0.0001498101,-0.0004984126,2,1
-0.0001676373,-0.0005113778,2,1
-0.0001815749,-0.0005031124,2,1
-0.0001862748,-0.0004729683,2,1
-0.0001806025,-0.0004267797,2,1
-0.0001715269,-0.0003741085,2,1
-0.0001697442,-0.0003193304,2,1
-0.0001797922,-0.0002647144,2,1
-0.0001953505,-0.0002159328,2,1
-0.0001989159,-0.0001788198,2,1
-0.000176713,-0.0001564548,2,1
-0.0001302002,-0.0001426792,2,1
-7.526008e-05,-0.0001352242,2,1
-2.84232e-05,-0.0001277692,2,1
-6.176923e-08,-0.0001151281,2,1
1.112074e-05,-9.746302e-05,2,1
8.203562e-06,-7.396356e-05,2,1
-4.761664e-06,-5.111234e-05,2,1
-1.902341e-05,-3.328516e-05,2,1
-2.485776e-05,-1.837515e-05,2,1
-9.461558e-06,-3.14101e-06,2,1
3.883391e-05,1.306552e-05,2,1
0.0001180839,3.024445e-05,2,1
0.0002198609,5.001642e-05,2,1
0.0003305515,7.043665e-05,2,1
0.0004305459,8.988449e-05,2,1
0.0004960203,0.0001056048,2,1
0.0005120648,0.0001192183,2,1
0.0004840274,0.0001362352,2,1
0.0004256839,0.0001574657,2,1
0.000346596,0.0001809652,2,1
0.0002568118,0.0002047888,2,1
0.0001647587,0.0002253711,2,1
7.594687e-05,0.0002391467,2,1
-1.358292e-06,0.0002451431,2,1
-5.824322e-05,0.0002443328,2,1
-9.405965e-05,0.0002376881,2,1
-0.000112373,0.0002282883,2,1
-0.0001208004,0.0002190506,2,1
-0.000127283,0.0002096508,2,1
-0.0001357104,0.0002015475,2,1
-0.000144624,0.0001966855,2,1
-0.0001511067,0.0001940925,2,1
-0.0001524032,0.0001911753,2,1
-0.0001517549,0.0001858272,2,1
-0.0001507825,0.0001772377,2,1
-0.0001561307,0.0001675138,2,1
-0.0001705545,0.0001602208,2,1
-0.0001893541,0.0001543865,2,1
-0.0002122053,0.000145635,2,1
-0.0002350565,0.0001320215,2,1
-0.0002506147,0.0001145184,2,1
-0.0002515871,9.571884e-05,2,1
-0.0002350565,7.6271e-05,2,1
-0.0002024813,5.682316e-05,2,1
-0.000161965,3.624086e-05,2,1
-0.0001242038,1.54965e-05,2,1
-9.017008e-05,-5.085794e-06,2,1
-6.099833e-05,-2.242678e-05,2,1
-4.025397e-05,-3.539201e-05,2,1
-2.631635e-05,-4.284701e-05,2,1
-1.740276e-05,-4.80331e-05,2,1
-1.075808e-05,-5.354332e-05,2,1
-2.492749e-06,-5.921561e-05,2,1
1.209313e-05,-6.926366e-05,2,1
2.878586e-05,-8.320128e-05,2,1
4.337174e-05,-0.0001036215,2,1
5.082674e-05,-0.0001259865,2,1
4.612685e-05,-0.0001468929,2,1
3.024445e-05,-0.0001640719,2,1
1.12828e-05,-0.0001786577,2,1
9.175954e-06,-0.0001921092,2,1
4.191315e-05,-0.0002042641,2,1
0.0001171115,-0.000216581,2,1
0.0002218057,-0.0002300324,2,1
0.0003208276,-0.0002455907,2,1
0.0003717161,-0.0002642282,2,1
0.0003457857,-0.0002823795,2,1
0.0002454672,-0.0002963172,2,1
9.798775e-05,-0.0003024756,2,1
-5.629844e-05,-0.0002993964,2,1
-0.0001794681,-0.0002904828,2,1
-0.0002425115,-0.000276059,2,1
-0.0002395943,-0.0002561249,2,1
-0.0001885437,-0.000231329,2,1
-0.0001159385,-0.0002102605,2,1
-4.673658e-05,-0.0001987538,2,1
9.106227e-07,-0.0001912988,2,1
1.582063e-05,-0.0001784957,2,1
6.096713e-06,-0.00015451,2,1
-9.137427e-06,-0.0001191798,2,1
-2.177852e-05,-7.461182e-05,2,1
-3.344723e-05,-2.258885e-05,2,1
-4.722278e-05,3.526847e-05,2,1
-5.386745e-05,9.328786e-05,2,1
-3.506788e-05,0.0001448246,2,1
1.727922e-05,0.000185503,2,1
0.0001056048,0.0002190506,2,1
0.0002213195,0.000247412,2,1
0.0003370341,0.0002736666,2,1
0.0004298976,0.0002978143,2,1
0.0004931031,0.0003219621,2,1
0.0005318367,0.0003483787,2,1
0.0005527431,0.000376416,2,1
0.0005519328,0.0004007258,2,1
0.0005221128,0.0004206599,2,1
0.0004603659,0.0004352458,2,1
0.0003707437,0.0004384871,2,1
0.0002655633,0.0004219564,2,1
0.0001579519,0.0003856538,2,1
5.536457e-05,0.0003394651,2,1
-3.652646e-05,0.0002960316,2,1
