EMG1,EMG2,class,user
2.133085e-05,0.0002433604,2,1
6.330578e-05,0.0002111094,2,1
0.000130887,0.0001637863,2,1
0.0002114335,0.0001075496,2,1
0.0002861456,5.082674e-05,2,1
0.0003331446,4.638125e-06,2,1
0.0003370341,-2.599222e-05,2,1
0.0002986247,-4.527799e-05,2,1
0.0002334744,-6.035007e-05,2,1
0.0001628139,-7.23429e-05,2,1
9.912221e-05,-8.044617e-05,2,1
4.693717e-05,-8.530812e-05,2,1
3.827799e-06,-8.838737e-05,2,1
-2.923353e-05,-9.422172e-05,2,1
-4.689865e-05,-0.0001057284,2,1
-4.268495e-05,-0.0001264727,2,1
-1.967167e-05,-0.0001506204,2,1
1.063454e-05,-0.000169258,2,1
3.462021e-05,-0.0001705545,2,1
4.45062e-05,-0.000152079,2,1
4.758544e-05,-0.0001186936,2,1
5.682316e-05,-7.979791e-05,2,1
7.157111e-05,-4.236082e-05,2,1
9.069481e-05,-1.027188e-05,2,1
0.0001150046,1.744129e-05,2,1
0.0001539003,3.60788e-05,2,1
0.0002174299,4.223728e-05,2,1
0.0002984626,3.802358e-05,2,1
0.000373985,2.959619e-05,2,1
0.0004221185,2.489629e-05,2,1
0.0004256839,2.441009e-05,2,1
0.0003856538,2.667901e-05,2,1
0.000319207,3.235129e-05,2,1
0.0002464396,4.402e-05,2,1
0.0001814514,6.265751e-05,2,1
0.0001325077,9.101894e-05,2,1
9.63671e-05,0.0001328318,2,1
6.265751e-05,0.0001842065,2,1
2.359977e-05,0.000234933,2,1
-2.291298e-05,0.0002713977,2,1
-7.104638e-05,0.0002874421,2,1
-0.0001156143,0.0002853353,2,1
-0.0001538618,0.0002720459,2,1
-0.0001870851,0.0002594049,2,1
-0.0002183637,0.0002537325,2,1
-0.000248832,0.0002550291,2,1
-0.0002841623,0.0002571359,2,1
-0.00032322,0.0002517878,2,1
-0.0003515814,0.0002386605,2,1
-0.0003416954,0.0002243987,2,1
-0.0002728177,0.0002106232,2,1
-0.0001425172,0.0001947408,2,1
2.716521e-05,0.000173024,2,1
0.000200413,0.0001435281,2,1
0.000339141,0.0001054428,2,1
0.0004182289,6.362991e-05,2,1
0.0004355699,2.457216e-05,2,1
0.0004021844,-4.761664e-06,2,1
0.0003290929,-1.837515e-05,2,1
0.0002213195,-1.724069e-05,2,1
8.907416e-05,-9.137427e-06,2,1
-4.252288e-05,-5.479652e-07,2,1
-0.0001486757,6.582909e-06,2,1
-0.0002154466,1.290346e-05,2,1
-0.0002472114,2.01964e-05,2,1
-0.0002580697,3.073064e-05,2,1
-0.0002616352,4.272347e-05,2,1
-0.0002669833,5.260946e-05,2,1
-0.0002793003,5.406805e-05,2,1
-0.0003006929,3.93201e-05,2,1
-0.0003334301,6.420843e-06,2,1
-0.0003791325,-3.733679e-05,2,1
-0.0004358554,-8.287715e-05,2,1
-0.0004974402,-0.000119666,2,1
-0.00055157,-0.0001449482,2,1
-0.0005812279,-0.0001587237,2,1
-0.0005582146,-0.0001613168,2,1
-0.0004625961,-0.0001566169,2,1
-0.0002942103,-0.0001481895,2,1
-6.974985e-05,-0.0001396,2,1
0.0001692965,-0.0001339277,2,1
0.0003681507,-0.000134576,2,1
0.0004811103,-0.000144462,2,1
0.0004900239,-0.0001647201,2,1
0.0004120704,-0.0001874093,2,1
0.0002850112,-0.0002083157,2,1
0.0001477418,-0.0002282497,2,1
2.992031e-05,-0.0002454286,2,1
-5.143648e-05,-0.0002583939,2,1
-9.033215e-05,-0.0002695764,2,1
-9.000802e-05,-0.0002802727,2,1
-6.731888e-05,-0.0002869174,2,1
-4.641245e-05,-0.0002817312,2,1
-4.527799e-05,-0.0002645523,2,1
-6.44017e-05,-0.0002391081,2,1
-9.422172e-05,-0.0002086398,2,1
-0.0001230693,-0.0001747682,2,1
-0.0001433275,-0.000134738,2,1
-0.0001567789,-8.644259e-05,2,1
-0.0001665028,-3.344723e-05,2,1
-0.00016942,1.419998e-05,2,1
-0.0001632615,4.693717e-05,2,1
-0.0001477033,6.541262e-05,2,1
-0.0001261486,7.270556e-05,2,1
-0.0001092938,6.768154e-05,2,1
-0.0001079973,5.050261e-05,2,1
-0.0001238797,2.992031e-05,2,1
-0.0001423551,1.792748e-05,2,1
-0.0001383035,2.295151e-05,2,1
-8.498399e-05,4.871989e-05,2,1
2.943412e-05,9.361199e-05,2,1
0.0001832341,0.0001440143,2,1
0.0003305515,0.0001872858,2,1
0.0004290873,0.0002166196,2,1
0.0004569625,0.000232502,2,1
0.0004157979,0.0002380122,2,1
0.0003279585,0.0002376881,2,1
0.0002196988,0.0002360674,2,1
0.0001188942,0.0002337985,2,1
3.640293e-05,0.0002323399,2,1
-2.988179e-05,0.0002326641,2,1
-8.07703e-05,0.0002360674,2,1
-0.0001162626,0.0002376881,2,1
-0.0001378173,0.0002321778,2,1
-0.0001452723,0.0002231022,2,1
-0.0001352242,0.0002149989,2,1
-0.0001089697,0.0002093267,2,1
-7.850138e-05,0.0002054371,2,1
-5.613637e-05,0.00019782,2,1
-5.078821e-05,0.0001837203,2,1
-6.48879e-05,0.0001667035,2,1
-9.081835e-05,0.0001461212,2,1
-0.0001193418,0.0001177597,2,1
-0.0001459206,7.951231e-05,2,1
-0.0001695821,3.397195e-05,2,1
-0.0001859507,-1.221667e-05,2,1
-0.0001853024,-4.673658e-05,2,1
-0.0001616409,-5.69467e-05,2,1
-0.0001243659,-4.05781e-05,2,1
-9.000802e-05,-4.761664e-06,2,1
-7.704279e-05,4.35338e-05,2,1
-9.2439e-05,9.344993e-05,2,1
-0.0001263107,0.0001328318,2,1
-0.0001632615,0.0001603829,2,1
-0.00018433,0.0001808031,2,1
-0.0001752544,0.00019782,2,1
-0.0001334415,0.0002041406,2,1
-7.120844e-05,0.0001939304,2,1
-1.059602e-05,0.0001676758,2,1
3.202716e-05,0.0001320215,2,1
5.471631e-05,9.831188e-05,2,1
6.962632e-05,7.400208e-05,2,1
9.085688e-05,6.071273e-05,2,1
0.0001260251,5.179914e-05,2,1
0.0001697827,4.045456e-05,2,1
0.0002122438,2.230325e-05,2,1
0.000242388,-3.14101e-06,2,1
0.0002513016,-3.571614e-05,2,1
0.0002336365,-7.428769e-05,2,1
0.0001884202,-0.0001211246,2,1
0.0001239182,-0.000179306,2,1
5.374392e-05,-0.0002444563,2,1
-1.724069e-05,-0.0003102548,2,1
-8.903562e-05,-0.0003720016,2,1
-0.0001541859,-0.0004233763,2,1
-0.0002032917,-0.0004614617,2,1
-0.0002232257,-0.0004877163,2,1
-0.0002018331,-0.0005037607,2,1
-0.0001397621,-0.000512026,2,1
-5.030202e-05,-0.0005173742,2,1
4.110282e-05,-0.0005202913,2,1
0.0001052807,-0.0005206155,2,1
0.0001248906,-0.0005129984,2,1
0.0001004187,-0.0004880404,2,1
4.82337e-05,-0.0004405553,2,1
-7.840905e-06,-0.0003760533,2,1
-4.819517e-05,-0.0003018274,2,1
-6.148453e-05,-0.0002272773,2,1
-4.317115e-05,-0.0001609926,2,1
2.207145e-06,-0.0001083214,2,1
6.087479e-05,-7.104638e-05,2,1
0.0001193804,-4.981582e-05,2,1
0.0001701068,-4.203669e-05,2,1
0.0002114335,-4.398147e-05,2,1
0.0002407673,-4.511593e-05,2,1
0.0002527602,-3.668853e-05,2,1
0.0002490327,-1.513384e-05,2,1
0.0002414156,1.938607e-05,2,1
0.0002409294,6.281957e-05,2,1
0.0002564877,0.0001091703,2,1
0.0002916559,0.0001540623,2,1
0.0003418961,0.000192796,2,1
0.0003974845,0.0002261814,2,1
0.0004474007,0.0002581083,2,1
0.0004841895,0.00029198,2,1
0.0005073649,0.0003274723,2,1
0.0005182233,0.0003608578,2,1
0.0005178991,0.0003884089,2,1
0.0005031512,0.0004049396,2,1
0.0004678209,0.0004070464,2,1
0.000410936,0.0003965121,2,1
0.0003378445,0.000376416,2,1
0.0002545429,0.0003551855,2,1
0.0001642725,0.0003373583,2,1
6.687121e-05,0.0003263378,2,1
-3.328516e-05,0.0003222862,2,1
-0.0001258245,0.0003214759,2,1
-0.0001994021,0.0003164518,2,1
-0.0002468872,0.000304297,2,1
-0.0002690902,0.0002814457,2,1
-0.0002747625,0.0002506533,2,1
-0.0002828657,0.0002203471,2,1
-0.0003063652,0.0001926339,2,1
-0.0003463953,0.0001650828,2,1
-0.0003893426,0.0001341283,2,1
-0.0004230522,9.588091e-05,2,1
-0.0004376381,5.001642e-05,2,1
-0.0004248349,-1.034161e-06,2,1
-0.0003763774,-5.386745e-05,2,1
-0.0002966413,-0.0001020008,2,1
-0.0001961608,-0.000137007,2,1
-9.29252e-05,-0.0001507825,2,1
-1.520357e-06,-0.0001389517,2,1
7.140904e-05,-0.0001086455,2,1
0.0001378558,-7.007399e-05,2,1
0.0002260194,-3.231277e-05,2,1
0.0003642611,-5.479652e-07,2,1
0.0005632775,2.165498e-05,2,1
0.0008089686,3.202716e-05,2,1
0.001061143,2.846173e-05,2,1
0.001256432,1.825161e-05,2,1
0.001339895,8.689758e-06,2,1
0.001284793,5.772582e-06,2,1
0.001104252,9.500085e-06,2,1
0.0008430023,1.97102e-05,2,1
0.0005600362,3.429608e-05,2,1
0.0003099692,4.499239e-05,2,1
0.0001185701,4.434413e-05,2,1
-1.983374e-05,3.640293e-05,2,1
-0.0001274451,3.170304e-05,2,1
-0.000223874,4.110282e-05,2,1
-0.000310903,6.314371e-05,2,1
-0.0003640605,8.696731e-05,2,1
-0.0003510952,0.0001031738,2,1
-0.0002627696,0.0001052807,2,1
-0.0001212866,8.631905e-05,2,1
2.862379e-05,4.661304e-05,2,1
0.0001347766,-1.043395e-05,2,1
0.0001620036,-8.012204e-05,2,1
0.0001044704,-0.0001535376,2,1
-2.210265e-05,-0.0002211189,2,1
-0.0001838438,-0.0002788141,2,1
-0.0003462333,-0.0003241924,2,1
-0.000482206,-0.0003536883,2,1
-0.000573935,-0.0003609812,2,1
-0.000621258,-0.0003454229,2,1
-0.0006319543,-0.000315765,2,1
-0.0006222305,-0.0002828657,2,1
-0.0006089411,-0.0002543422,2,1
-0.0006060239,-0.0002310048,2,1
-0.0006188271,-0.0002105846,2,1
-0.0006426507,-0.0001908126,2,1
-0.0006723086,-0.0001729855,2,1
-0.0006977529,-0.0001575893,2,1
-0.0007058561,-0.0001418689,2,1
-0.0006859221,-0.0001208004,2,1
-0.0006356818,-9.017008e-05,2,1
-0.0005625904,-5.305713e-05,2,1
-0.0004731304,-1.62683e-05,2,1
-0.0003707051,1.468618e-05,2,1
-0.0002603387,4.175109e-05,2,1
-0.0001556445,6.897806e-05,2,1
-7.639453e-05,0.0001002567,2,1
-3.668853e-05,0.0001380179,2,1
-3.409549e-05,0.0001842065,2,1
-5.59743e-05,0.0002380122,2,1
-8.579432e-05,0.0002923041,2,1
-0.0001102662,0.0003349273,2,1
-0.0001204763,0.0003550234,2,1
-0.0001058904,0.0003495132,2,1
-5.986387e-05,0.0003261758,2,1
4.80019e-06,0.000297004,2,1
6.103686e-05,0.0002678322,2,1
8.631905e-05,0.0002367157,2,1
6.670914e-05,0.0002021958,2,1
8.689758e-06,0.0001668655,2,1
-6.342931e-05,0.0001323456,2,1
-0.0001264727,9.766362e-05,2,1
-0.0001700683,6.379197e-05,2,1
-0.0001969711,4.013043e-05,2,1
-0.000219012,3.235129e-05,2,1
-0.000246401,3.721326e-05,2,1
-0.0002703867,4.142696e-05,2,1
-0.0002697385,3.705119e-05,2,1
-0.0002258187,2.230325e-05,2,1
-0.0001360346,5.448452e-06,2,1
-2.712668e-05,-1.844488e-06,2,1
6.606088e-05,7.879432e-06,2,1
0.0001179218,3.299956e-05,2,1
0.0001244044,6.379197e-05,2,1
0.0001044704,8.810177e-05,2,1
8.145709e-05,9.750156e-05,2,1
6.751948e-05,9.555677e-05,2,1
6.217132e-05,8.46984e-05,2,1
6.184718e-05,6.622294e-05,2,1
5.747142e-05,4.223728e-05,2,1
4.45062e-05,1.744129e-05,2,1
2.473423e-05,-7.840905e-06,2,1
5.86492e-07,-3.474375e-05,2,1
-2.583016e-05,-6.148453e-05,2,1
-4.90055e-05,-8.644259e-05,2,1
-6.731888e-05,-0.0001083214,2,1
-7.833932e-05,-0.0001258245,2,1
-8.417367e-05,-0.0001360346,2,1
-8.919769e-05,-0.0001355484,2,1
-9.535618e-05,-0.0001227452,2,1
-0.0001041077,-9.956988e-05,2,1
-0.0001067007,-6.958779e-05,2,1
-9.503204e-05,-3.604027e-05,2,1
-6.278104e-05,-6.058186e-06,2,1
-1.886135e-05,9.175954e-06,2,1
1.54965e-05,-2.238346e-07,2,1
1.938607e-05,-3.474375e-05,2,1
-1.108221e-05,-8.417367e-05,2,1
-6.229485e-05,-0.0001342519,2,1
-0.0001083214,-0.0001739578,2,1
-0.0001267968,-0.0001971332,2,1
-0.0001036215,-0.0002060468,2,1
-3.652646e-05,-0.0002094502,2,1
5.94162e-05,-0.0002094502,2,1
0.0001658931,-0.0002088019,2,1
0.0002636185,-0.0002079916,2,1
0.0003412479,-0.0002021572,2,1
0.0003825745,-0.000189192,2,1
0.0003778746,-0.0001716889,2,1
0.0003269861,-0.0001512687,2,1
0.0002444948,-0.0001305243,2,1
0.0001589243,-0.0001112386,2,1
9.31258e-05,-9.697683e-05,2,1
5.844381e-05,-9.065628e-05,2,1
5.374392e-05,-9.373552e-05,2,1
7.286763e-05,-0.0001091317,2,1
0.0001070634,-0.0001344139,2,1
0.0001454729,-0.000159534,2,1
0.0001795066,-0.0001674752,2,1
0.000205275,-0.0001504584,2,1
0.0002271538,-0.0001110765,2,1
0.0002527602,-5.824322e-05,2,1
0.0002901973,-8.720959e-07,2,1
0.0003435168,5.406805e-05,2,1
0.0004015361,0.0001062531,2,1
0.0004496696,0.0001592484,2,1
0.0004728449,0.0002169437,2,1
0.0004649037,0.0002767458,2,1
0.0004321665,0.0003336308,2,1
0.0003890571,0.0003827366,2,1
0.0003498373,0.0004198496,2,1
0.0003218,0.0004417284,2,1
0.0003099692,0.0004512903,2,1
0.0003179104,0.0004533971,2,1
0.0003438409,0.0004572867,2,1
0.0003770643,0.0004689553,2,1
0.0004016982,0.0004817585,2,1
0.0004086671,0.0004838654,2,1
0.0003950536,0.0004709002,2,1
0.0003602095,0.0004470765,2,1
0.0003007315,0.0004261701,2,1
0.0002133783,0.0004162841,2,1
0.0001002567,0.0004166082,2,1
-2.826114e-05,0.0004208219,2,1
-0.0001501342,0.0004146635,2,1
-0.0002428356,0.0003840331,2,1
-0.0002903207,0.000321638,2,1
-0.000288538,0.0002318537,2,1
-0.0002499665,0.0001250527,2,1
-0.0001964849,1.209313e-05,2,1
-0.0001472171,-0.0001041077,2,1
-0.000117235,-0.0002194982,2,1
-0.000119666,-0.0003301888,2,1
-0.0001571031,-0.000432452,2,1
-0.0002182017,-0.0005230465,2,1
-0.0002812451,-0.0005990551,2,1
-0.0003250027,-0.0006536711,2,1
-0.000335537,-0.0006813843,2,1
-0.0003074997,-0.0006763602,2,1
-0.0002476975,-0.0006376266,2,1
-0.0001713648,-0.0005695592,2,1
-9.827335e-05,-0.0004880404,2,1
-4.414354e-05,-0.0004087905,2,1
-1.724069e-05,-0.0003407231,2,1
-1.545797e-05,-0.0002854588,2,1
-2.84232e-05,-0.0002392702,2,1
-4.025397e-05,-0.000199078,2,1
-3.555408e-05,-0.0001658546,2,1
-7.354709e-06,-0.0001381414,2,1
4.061663e-05,-0.0001109144,2,1
9.782569e-05,-8.222889e-05,2,1
0.0001547106,-5.629844e-05,2,1
0.0002025199,-3.506788e-05,2,1
0.0002281262,-1.594417e-05,2,1
0.0002232643,2.207145e-06,2,1
0.0001942546,1.808955e-05,2,1
0.0001598967,3.218923e-05,2,1
0.000148228,4.304761e-05,2,1
0.0001791825,4.82337e-05,2,1
0.0002545429,4.742337e-05,2,1
0.0003504856,4.013043e-05,2,1
0.0004242253,2.716521e-05,2,1
0.0004397836,9.338019e-06,2,1
0.0003726885,-1.62683e-05,2,1
0.0002218057,-5.386745e-05,2,1
1.517237e-05,-0.0001028112,2,1
-0.0002112329,-0.0001572651,2,1
-0.0004212695,-0.0002135018,2,1
-0.0005849554,-0.0002645523,2,1
-0.0006813843,-0.0003057169,2,1
-0.000698077,-0.0003374817,2,1
-0.0006462161,-0.0003533641,2,1
-0.0005630766,-0.0003434782,2,1
-0.0004857715,-0.0003037722,2,1
-0.0004378002,-0.0002358668,2,1
-0.0004266177,-0.0001481895,2,1
-0.0004426621,-5.2733e-05,2,1
-0.0004624341,3.786152e-05,2,1
-0.0004637306,0.0001140322,2,1
-0.0004290486,0.0001764274,2,1
-0.0003485022,0.0002282883,2,1
-0.000216419,0.0002738286,2,1
-3.117831e-05,0.0003145071,2,1
0.0002021958,0.0003512959,2,1
0.0004747897,0.0003853296,2,1
0.0007736384,0.0004200116,2,1
0.001080915,0.0004616624,2,1
0.001359667,0.0005162785,2,1
0.001572946,0.0005858046,2,1
0.001692874,0.0006569512,2,1
0.001710378,0.000710757,2,1
0.001636151,0.0007347427,2,1
0.001488672,0.0007219395,2,1
0.001291276,0.0006770474,2,1
0.001068435,0.000609304,2,1
0.0008506195,0.0005248679,2,1
0.0006763991,0.0004292493,2,1
0.0005700842,0.0003282826,2,1
0.0005131993,0.0002308813,2,1
0.0004546936,0.0001454729,2,1
0.0003472443,8.064677e-05,2,1
0.0001712413,3.964424e-05,2,1
-4.884343e-05,1.857574e-05,2,1
-0.0002632558,1.112074e-05,2,1
-0.0004243487,1.306552e-05,2,1
-0.0005078124,1.792748e-05,2,1
-0.0005186707,2.278944e-05,2,1
-0.000479613,2.603075e-05,2,1
-0.0004190006,2.700314e-05,2,1
-0.0003650328,2.149292e-05,2,1
-0.0003348887,6.096713e-06,2,1
-0.0003413713,-2.113026e-05,2,1
-0.0003922598,-5.840528e-05,2,1
-0.0004841508,-9.778715e-05,2,1
-0.0006003517,-0.0001292278,2,1
-0.0007125008,-0.0001460826,2,1
-0.0007949921,-0.0001512687,2,1
-0.0008384255,-0.0001522411,2,1
-0.0008497701,-0.000159372,2,1
-0.0008515528,-0.0001741199,2,1
-0.0008572251,-0.0001908126,2,1
-0.0008701903,-0.0002028055,2,1
-0.0008823453,-0.0002037779,2,1
-0.0008860728,-0.0001912988,2,1
-0.0008823453,-0.0001661787,2,1
-0.0008692179,-0.0001289037,2,1
-0.0008471771,-7.979791e-05,2,1
-0.0008168708,-2.599222e-05,2,1
-0.000785106,2.149292e-05,2,1
-0.000755124,5.471631e-05,2,1
-0.0007285453,6.995045e-05,2,1
-0.0007034251,6.83298e-05,2,1
-0.0006752257,5.050261e-05,2,1
-0.0006478368,1.776542e-05,2,1
-0.0006316302,-2.242678e-05,2,1
-0.0006342233,-6.618442e-05,2,1
-0.0006499436,-0.0001089697,2,1
-0.0006666363,-0.0001473791,2,1
-0.0006714982,-0.0001783336,2,1
-0.0006580469,-0.0002026434,2,1
-0.0006272545,-0.0002297083,2,1
-0.0005779866,-0.0002603387,2,1
-0.0005060296,-0.0002896725,2,1
-0.0004117076,-0.0003066893,2,1
-0.0003002067,-0.0003099306,2,1
-0.0001818991,-0.0002982619,2,1
-7.039812e-05,-0.0002737901,2,1
2.327564e-05,-0.0002446183,2,1
9.458438e-05,-0.0002183637,2,1
0.0001448246,-0.0001934057,2,1
0.0001783722,-0.000166827,2,1
0.0001989545,-0.0001373311,2,1
0.0002098128,-0.0001055663,2,1
0.0002169437,-7.704279e-05,2,1
0.0002279642,-5.532604e-05,2,1
0.0002438466,-4.074016e-05,2,1
0.0002632944,-2.745081e-05,2,1
0.0002890628,-1.173047e-05,2,1
0.0003190449,6.582909e-06,2,1
0.000351458,2.133085e-05,2,1
0.000388733,3.202716e-05,2,1
0.0004289252,4.272347e-05,2,1
0.0004684692,5.730935e-05,2,1
0.0004969927,7.562274e-05,2,1
0.0005000719,9.620504e-05,2,1
0.0004733311,0.0001143563,2,1
0.0004248736,0.0001273216,2,1
0.0003723644,0.0001367214,2,1
0.0003328204,0.0001503349,2,1
0.0003188828,0.0001683241,2,1
0.0003290929,0.0001838824,2,1
0.0003569682,0.0001923098,2,1
0.0003866261,0.0001923098,2,1
0.0004029947,0.0001871237,2,1
0.0003989431,0.0001832341,2,1
0.0003793332,0.0001845306,2,1
0.0003584268,0.0001850168,2,1
0.0003495132,0.0001820997,2,1
0.0003577785,0.0001775618,2,1
0.0003827366,0.0001710792,2,1
0.0004187151,0.0001670276,2,1
0.0004558281,0.0001650828,2,1
0.0004799758,0.0001663793,2,1
0.0004785172,0.0001689724,2,1
0.0004465904,0.000173024,2,1
0.0003901916,0.0001809652,2,1
0.0003256896,0.0001889064,2,1
0.0002767458,0.000192796,2,1
0.0002563256,0.0001921477,2,1
0.0002594049,0.0001856651,2,1
0.0002645909,0.0001694586,2,1
0.000250005,0.0001438522,2,1
0.0002049509,0.0001169494,2,1
0.0001341283,9.426025e-05,2,1
5.61749e-05,7.448828e-05,2,1
-7.516774e-06,5.487838e-05,2,1
-4.868137e-05,3.640293e-05,2,1
-6.958779e-05,1.954813e-05,2,1
-7.931171e-05,5.86492e-07,2,1
-7.963584e-05,-1.610624e-05,2,1
-7.412562e-05,-3.117831e-05,2,1
-6.569822e-05,-4.268495e-05,2,1
-5.775702e-05,-5.159854e-05,2,1
-5.32192e-05,-5.759496e-05,2,1
-5.483985e-05,-6.132246e-05,2,1
-6.44017e-05,-6.229485e-05,2,1
-8.271508e-05,-6.0188e-05,2,1
-0.0001107524,-5.905355e-05,2,1
-0.0001439758,-6.002594e-05,2,1
-0.0001721751,-6.035007e-05,2,1
-0.0001846542,-6.164659e-05,2,1
-0.0001715269,-6.715681e-05,2,1
-0.0001256624,-7.963584e-05,2,1
-4.706071e-05,-9.762509e-05,2,1
5.390598e-05,-0.0001167488,2,1
0.0001590864,-0.0001339277,2,1
0.0002456293,-0.0001504584,2,1
0.0003021901,-0.0001663408,2,1
0.0003276344,-0.0001831956,2,1
0.0003303894,-0.0002008607,2,1
0.0003209897,-0.0002175534,2,1
0.0003046211,-0.0002287359,2,1
0.0002773941,-0.0002324634,2,1
0.0002365536,-0.000231491,2,1
0.000180479,-0.0002248464,2,1
0.0001096565,-0.0002105846,2,1
2.230325e-05,-0.0001911368,2,1
-7.639453e-05,-0.0001721751,2,1
-0.0001773612,-0.0001558065,2,1
-0.0002746004,-0.0001447861,2,1
-0.0003634122,-0.0001387897,2,1
-0.0004394208,-0.0001374932,2,1
-0.0004972781,-0.0001374932,2,1
-0.0005343911,-0.0001392759,2,1
-0.0005462218,-0.0001442999,2,1
-0.0005303394,-0.0001475412,2,1
-0.0004856094,-0.0001460826,2,1
-0.0004202971,-0.0001389517,2,1
-0.0003403989,-0.0001242038,2,1
-0.0002486699,-0.0001021629,2,1
-0.0001480274,-7.201877e-05,2,1
-4.932962e-05,-3.782299e-05,2,1
3.672706e-05,-3.14101e-06,2,1
0.0001046324,2.667901e-05,2,1
0.0001526038,4.758544e-05,2,1
0.0001775618,5.893001e-05,2,1
0.0001843686,6.395404e-05,2,1
0.0001846927,6.525056e-05,2,1
0.0001859892,6.508849e-05,2,1
0.0001856651,6.768154e-05,2,1
0.0001743205,7.594687e-05,2,1
0.0001441764,8.956036e-05,2,1
0.0001022015,0.0001072255,2,1
7.108491e-05,0.0001295905,2,1
6.946425e-05,0.0001548727,2,1
9.750156e-05,0.0001798307,2,1
0.0001514693,0.0002021958,2,1
0.0002360674,0.0002190506,2,1
0.0003704196,0.0002282883,2,1
0.0005702463,0.0002302331,2,1
0.0008269579,0.0002289366,2,1
0.001099714,0.0002333123,2,1
0.001322554,0.0002553532,2,1
0.001434866,0.0003008936,2,1
0.001414446,0.0003636129,2,1
0.001285603,0.0004300596,2,1
0.001104252,0.0004851619,2,1
0.0009222524,0.000515144,2,1
0.0007574318,0.0005115786,2,1
0.0006012007,0.0004749518,2,1
0.0004414042,0.0004151496,2,1
0.0002751252,0.0003433547,2,1
0.0001182459,0.0002684805,2,1
5.448452e-06,0.0001976579,2,1
-2.518189e-05,0.000138342,2,1
4.304761e-05,9.020862e-05,2,1
0.0001906891,4.871989e-05,2,1
0.0003686369,8.527692e-06,2,1
0.0005153061,-3.069211e-05,2,1
0.0005747841,-6.715681e-05,2,1
0.0005166026,-0.0001007043,2,1
0.0003475684,-0.0001350622,2,1
0.000108522,-0.000174282,2,1
-0.000144624,-0.0002146363,2,1
-0.0003702189,-0.000246401,2,1
-0.000549301,-0.000256287,2,1
-0.0006833291,-0.0002342462,2,1
-0.0007838095,-0.0001859507,2,1
-0.0008698662,-0.0001263107,2,1
-0.000951223,-6.602235e-05,2,1
-0.001030473,-1.173047e-05,2,1
-0.001110371,3.380988e-05,2,1
-0.001195942,7.497447e-05,2,1
-0.00128216,0.0001163011,2,1
-0.001356224,0.0001595726,2,1
-0.00140614,0.0001947408,2,1
-0.00142024,0.0002073819,2,1
-0.00139042,0.0001902029,2,1
-0.001312629,0.0001440143,2,1
-0.001192214,7.837785e-05,2,1
-0.00104911,4.80019e-06,2,1
-0.000909248,-6.667062e-05,2,1
-0.0007915886,-0.0001316588,2,1
-0.0007048837,-0.0001904885,2,1
-0.0006470265,-0.0002457528,2,1
-0.0006082929,-0.0003015032,2,1
-0.0005771763,-0.0003544986,2,1
-0.000544115,-0.0003980942,2,1
-0.0005021401,-0.0004290486,2,1
-0.0004395829,-0.0004535205,2,1
-0.000350447,-0.0004788027,2,1
-0.0002408908,-0.0005141329,2,1
-0.0001225832,-0.0005625904,2,1
-1.221667e-05,-0.0006194753,2,1
8.016057e-05,-0.0006744154,2,1
0.0001540623,-0.0007219006,2,1
0.0002091646,-0.0007567446,2,1
0.0002495189,-0.0007688995,2,1
0.0002882525,-0.0007535033,2,1
0.000336548,-0.0007032631,2,1
0.0003991052,-0.0006116962,2,1
0.0004697657,-0.0004773441,2,1
0.0005439916,-0.0003105789,2,1
0.0006185417,-0.0001363587,2,1
0.0006825576,1.54965e-05,2,1
0.0007225877,0.000128456,2,1
0.0007287462,0.0001987924,2,1
0.000701033,0.0002401191,2,1
0.0006494962,0.0002639427,2,1
0.0005762426,0.0002827423,2,1
0.0004762483,0.000304297,2,1
0.0003452995,0.0003286068,2,1
0.0001949028,0.0003558337,2,1
4.985435e-05,0.0003880847,2,1
-6.229485e-05,0.0004273046,2,1
-0.0001280934,0.0004684692,2,1
-0.0001501342,0.0004994237,2,1
-0.0001384655,0.0005063924,2,1
-0.0001057284,0.000482893,2,1
-6.748094e-05,0.0004303838,2,1
-3.652646e-05,0.0003644232,2,1
-2.372331e-05,0.0003036487,2,1
-3.004385e-05,0.0002642668,2,1
-5.062615e-05,0.0002532463,2,1
-7.104638e-05,0.0002655633,2,1
-8.352541e-05,0.0002911697,2,1
-9.049421e-05,0.0003182346,2,1
-9.568031e-05,0.0003334687,2,1
-9.892161e-05,0.0003289309,2,1
-9.730096e-05,0.0003046211,2,1
-9.308726e-05,0.0002676702,2,1
-9.000802e-05,0.0002261814,2,1
-8.790117e-05,0.0001880961,2,1
-8.433573e-05,0.0001576278,2,1
-7.65566e-05,0.0001365593,2,1
-5.905355e-05,0.0001299146,2,1
-3.004385e-05,0.0001406109,2,1
7.393236e-06,0.000165569,2,1
4.466826e-05,0.0001942546,2,1
6.589881e-05,0.0002167816,2,1
5.471631e-05,0.0002256952,2,1
5.124321e-06,0.0002231022,2,1
-7.55842e-05,0.00021273,2,1
-0.0001647201,0.0001965235,2,1
-0.0002426735,0.0001739964,2,1
-0.0003021515,0.0001451488,2,1
-0.0003408851,0.0001107909,2,1
-0.0003588744,7.351589e-05,2,1
-0.0003627639,3.478228e-05,2,1
-0.0003561192,-2.238346e-07,2,1
-0.0003369955,-2.712668e-05,2,1
-0.0003018274,-4.641245e-05,2,1
-0.0002494803,-6.164659e-05,2,1
-0.000181737,-7.201877e-05,2,1
